,precision,recall,f1-score,support
train,0.0,0.0,0.0,0.0
val,1.0,0.4046511627906977,0.5761589403973509,1505.0
accuracy,0.4046511627906977,0.4046511627906977,0.4046511627906977,0.4046511627906977
macro avg,0.5,0.20232558139534884,0.28807947019867547,1505.0
weighted avg,1.0,0.4046511627906977,0.5761589403973509,1505.0
